FID,Key,SiteCode,Site,SiteLat,SiteLong,Country,Ecoregion,Realm,SurveyID,Depth,SurveyDate,Category,CategoryDescription,MajorCategory,NumPoints,TotalPoints,PercentCover,geom
M3_DATA.617,617,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (145.47 -14.68)
M3_DATA.618,618,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,Hcol,Hydrocoral,Coral,1,100,1,POINT (145.47 -14.68)
M3_DATA.620,620,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,Soft,Soft corals and gorgonians,Coral,45,100,45,POINT (145.47 -14.68)
M3_DATA.621,621,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,Tab,Tabular Coral (Live),Coral,1,100,1,POINT (145.47 -14.68)
M3_DATA.622,622,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,Mas,Massive corals (Live),Coral,11,100,11,POINT (145.47 -14.68)
M3_DATA.626,626,QLD50,Osprey Island,-14.67,145.44,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000738,3.5,2010-06-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (145.44 -14.67)
M3_DATA.629,629,QLD50,Osprey Island,-14.67,145.44,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000738,3.5,2010-06-22T14:00:00Z,Soft,Soft corals and gorgonians,Coral,24,100,24,POINT (145.44 -14.67)
M3_DATA.633,633,QLD9,Shelving,-23.19,150.93,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000755,1.8,2010-07-08T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (150.93 -23.19)
M3_DATA.634,634,QLD9,Shelving,-23.19,150.93,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000755,1.8,2010-07-08T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (150.93 -23.19)
M3_DATA.639,639,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000769,3.1,2010-07-11T14:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (150.96 -23.16)
M3_DATA.641,641,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000769,3.1,2010-07-11T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (150.96 -23.16)
M3_DATA.643,643,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000769,3.1,2010-07-11T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (150.96 -23.16)
M3_DATA.647,647,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,Soft,Soft corals and gorgonians,Coral,1,100,1,POINT (150.96 -23.16)
M3_DATA.648,648,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (150.96 -23.16)
M3_DATA.649,649,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,17,100,17,POINT (150.96 -23.16)
M3_DATA.650,650,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (150.96 -23.16)
M3_DATA.651,651,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (150.96 -23.16)
M3_DATA.652,652,QLD14,Little Peninsula,-23.16,150.96,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000770,3.2,2010-07-11T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (150.96 -23.16)
M3_DATA.662,662,QLD12,Creek Rocks,-23.17,150.95,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000772,2.1,2010-07-11T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (150.95 -23.17)
M3_DATA.663,663,QLD12,Creek Rocks,-23.17,150.95,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000772,2.1,2010-07-11T14:00:00Z,Soft,Soft corals and gorgonians,Coral,2,100,2,POINT (150.95 -23.17)
M3_DATA.667,667,USEC8,Vaca Key Bight FL,24.69,-81.06,United States,Floridian,Tropical Atlantic,1003780,2.5,2010-10-15T13:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (-81.06 24.69)
M3_DATA.674,674,USEC14,Looe Reef Marker Post FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003785,5,2010-10-17T13:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (-81.41 24.55)
M3_DATA.679,679,USEC14,Looe Reef Marker Post FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003785,5,2010-10-17T13:00:00Z,Soft,Soft corals and gorgonians,Coral,10,100,10,POINT (-81.41 24.55)
M3_DATA.685,685,USEC14,Looe Reef Marker Post FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003785,5,2010-10-17T13:00:00Z,Mas,Massive corals (Live),Coral,9,100,9,POINT (-81.41 24.55)
M3_DATA.687,687,USEC16,Vaca Key Bight East FL,24.69,-81.03,United States,Floridian,Tropical Atlantic,1003787,4,2010-10-18T13:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-81.03 24.69)
M3_DATA.695,695,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000785,4.5,2010-06-25T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,9,100,9,POINT (146.28 -18.14)
M3_DATA.697,697,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000785,4.5,2010-06-25T14:00:00Z,Ecr,Encrusting corals,Coral,9,100,9,POINT (146.28 -18.14)
M3_DATA.700,700,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000785,4.5,2010-06-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,16,100,16,POINT (146.28 -18.14)
M3_DATA.701,701,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000785,4.5,2010-06-25T14:00:00Z,Stony,Large-polyp stony corals,Coral,3,100,3,POINT (146.28 -18.14)
M3_DATA.707,707,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000786,5,2010-06-25T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (146.28 -18.14)
M3_DATA.709,709,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000786,5,2010-06-25T14:00:00Z,Pocil,Pocillopora,Coral,5,100,5,POINT (146.28 -18.14)
M3_DATA.711,711,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000786,5,2010-06-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,15,100,15,POINT (146.28 -18.14)
M3_DATA.712,712,QLD22,Brook Is NE,-18.14,146.28,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000786,5,2010-06-25T14:00:00Z,Stony,Large-polyp stony corals,Coral,5,100,5,POINT (146.28 -18.14)
M3_DATA.714,714,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000787,4.5,2010-06-26T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,14,100,14,POINT (146.2 -18.05)
M3_DATA.715,715,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000787,4.5,2010-06-26T14:00:00Z,BrAc,Branching Acropora,Coral,7,100,7,POINT (146.2 -18.05)
M3_DATA.716,716,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000787,4.5,2010-06-26T14:00:00Z,Ecr,Encrusting corals,Coral,35,100,35,POINT (146.2 -18.05)
M3_DATA.718,718,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000787,4.5,2010-06-26T14:00:00Z,Tab,Tabular Coral (Live),Coral,4,100,4,POINT (146.2 -18.05)
M3_DATA.722,722,USEC16,Vaca Key Bight East FL,24.69,-81.03,United States,Floridian,Tropical Atlantic,1003787,4,2010-10-18T13:00:00Z,Soft,Soft corals and gorgonians,Coral,8,100,8,POINT (-81.03 24.69)
M3_DATA.729,729,SI11,Cable Trail,-30.21,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000892,11,2009-08-20T14:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (153.27 -30.21)
M3_DATA.734,734,SI11,Cable Trail,-30.21,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000892,11,2009-08-20T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (153.27 -30.21)
M3_DATA.739,739,SI11,Cable Trail,-30.21,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000892,11,2009-08-20T14:00:00Z,Soft,Soft corals and gorgonians,Coral,1,100,1,POINT (153.27 -30.21)
M3_DATA.746,746,NI9,Emily Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001833,1.7,2009-02-03T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (167.96 -29.06)
M3_DATA.748,748,NI9,Emily Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001833,1.7,2009-02-03T13:00:00Z,Ecr,Encrusting corals,Coral,8,100,8,POINT (167.96 -29.06)
M3_DATA.750,750,NI9,Emily Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001833,1.7,2009-02-03T13:00:00Z,Tab,Tabular Coral (Live),Coral,14,100,14,POINT (167.96 -29.06)
M3_DATA.752,752,SYD30,Chowder Bay,-33.84,151.25,Australia,Manning-Hawkesbury,Temperate Australasia,2001916,5,2010-02-23T13:00:00Z,Pocil,Pocillopora,Coral,1,479,0.2088,POINT (151.25 -33.84)
M3_DATA.781,781,SI15,Black Rock,-30.2,153.26,Australia,Tweed-Moreton,Temperate Australasia,2000962,11,2009-08-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (153.26 -30.2)
M3_DATA.788,788,SI15,Black Rock,-30.2,153.26,Australia,Tweed-Moreton,Temperate Australasia,2000962,11,2009-08-22T14:00:00Z,Tab,Tabular Coral (Live),Coral,4,100,4,POINT (153.26 -30.2)
M3_DATA.802,802,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000788,6,2010-06-26T14:00:00Z,Pocil,Pocillopora,Coral,5,100,5,POINT (146.2 -18.05)
M3_DATA.804,804,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000788,6,2010-06-26T14:00:00Z,BrAc,Branching Acropora,Coral,47,100,47,POINT (146.2 -18.05)
M3_DATA.805,805,QLD23,Hudson Is,-18.05,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000788,6,2010-06-26T14:00:00Z,Ecr,Encrusting corals,Coral,15,100,15,POINT (146.2 -18.05)
M3_DATA.810,810,QLD27,Smith Is,-18.04,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000789,3.6,2010-06-26T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (146.2 -18.04)
M3_DATA.811,811,QLD27,Smith Is,-18.04,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000789,3.6,2010-06-26T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (146.2 -18.04)
M3_DATA.812,812,QLD27,Smith Is,-18.04,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000789,3.6,2010-06-26T14:00:00Z,BrAc,Branching Acropora,Coral,2,100,2,POINT (146.2 -18.04)
M3_DATA.814,814,QLD27,Smith Is,-18.04,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000789,3.6,2010-06-26T14:00:00Z,Ecr,Encrusting corals,Coral,16,100,16,POINT (146.2 -18.04)
M3_DATA.816,816,QLD27,Smith Is,-18.04,146.2,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,4000789,3.6,2010-06-26T14:00:00Z,Tab,Tabular Coral (Live),Coral,13,100,13,POINT (146.2 -18.04)
M3_DATA.827,827,MBMP1,Flat Rock,-27.39,153.55,Australia,Tweed-Moreton,Temperate Australasia,4000802,10,2010-07-18T14:00:00Z,BrAc,Branching Acropora,Coral,2,100,2,POINT (153.55 -27.39)
M3_DATA.854,854,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000976,12.5,2009-08-22T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.856,856,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000976,12.5,2009-08-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.857,857,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000976,12.5,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (153.27 -30.2)
M3_DATA.860,860,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000976,12.5,2009-08-22T14:00:00Z,Tab,Tabular Coral (Live),Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.869,869,SYD36,Inside South Head,-33.83,151.28,Australia,Manning-Hawkesbury,Temperate Australasia,2000996,5,2010-02-20T13:00:00Z,Soft,Soft corals and gorgonians,Coral,3,555,0.5405,POINT (151.28 -33.83)
M3_DATA.871,871,SYD36,Inside South Head,-33.83,151.28,Australia,Manning-Hawkesbury,Temperate Australasia,2000996,5,2010-02-20T13:00:00Z,Tab,Tabular Coral (Live),Coral,4,555,0.7207,POINT (151.28 -33.83)
M3_DATA.919,919,RI7,Green Island Wall,-32.02,115.51,Australia,Leeuwin,Temperate Australasia,6002054,19,2009-07-26T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (115.51 -32.02)
M3_DATA.920,920,RI7,Green Island Wall,-32.02,115.51,Australia,Leeuwin,Temperate Australasia,6002054,19,2009-07-26T14:00:00Z,Hcol,Hydrocoral,Coral,2,100,2,POINT (115.51 -32.02)
M3_DATA.926,926,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (116.63 -20.55)
M3_DATA.932,932,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (116.63 -20.55)
M3_DATA.933,933,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (116.63 -20.55)
M3_DATA.934,934,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (116.63 -20.55)
M3_DATA.935,935,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (116.63 -20.55)
M3_DATA.937,937,WA76,Dons Point West Lewis Island,-20.55,116.63,Australia,Exmouth to Broome,Central Indo-Pacific,6002120,2.8,2010-06-05T14:00:00Z,Soft,Soft corals and gorgonians,Coral,2,100,2,POINT (116.63 -20.55)
M3_DATA.940,940,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002121,2.2,2010-06-05T14:00:00Z,BrAc,Branching Acropora,Coral,1,100,1,POINT (116.51 -20.62)
M3_DATA.941,941,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002121,2.2,2010-06-05T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (116.51 -20.62)
M3_DATA.944,944,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002121,2.2,2010-06-05T14:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (116.51 -20.62)
M3_DATA.947,947,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002122,4.5,2010-06-05T14:00:00Z,Mas,Massive corals (Live),Coral,30,100,30,POINT (116.51 -20.62)
M3_DATA.953,953,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002122,4.5,2010-06-05T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (116.51 -20.62)
M3_DATA.954,954,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002122,4.5,2010-06-05T14:00:00Z,BrAc,Branching Acropora,Coral,9,100,9,POINT (116.51 -20.62)
M3_DATA.955,955,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002122,4.5,2010-06-05T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (116.51 -20.62)
M3_DATA.957,957,WA65,Dead Tree Beach,-20.62,116.51,Australia,Exmouth to Broome,Central Indo-Pacific,6002122,4.5,2010-06-05T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (116.51 -20.62)
M3_DATA.959,959,WA66,Little Mangrove Bay,-20.62,116.52,Australia,Exmouth to Broome,Central Indo-Pacific,6002123,2.7,2010-06-05T14:00:00Z,BrAc,Branching Acropora,Coral,4,100,4,POINT (116.52 -20.62)
M3_DATA.962,962,WA66,Little Mangrove Bay,-20.62,116.52,Australia,Exmouth to Broome,Central Indo-Pacific,6002123,2.7,2010-06-05T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (116.52 -20.62)
M3_DATA.965,965,WA66,Little Mangrove Bay,-20.62,116.52,Australia,Exmouth to Broome,Central Indo-Pacific,6002123,2.7,2010-06-05T14:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (116.52 -20.62)
M3_DATA.972,972,WA78,Goodwyn Sth,-20.54,116.53,Australia,Exmouth to Broome,Central Indo-Pacific,6002137,4.4,2010-06-03T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (116.53 -20.54)
M3_DATA.978,978,WA79,Goodwyn NW,-20.54,116.53,Australia,Exmouth to Broome,Central Indo-Pacific,6002138,5.5,2010-06-03T14:00:00Z,Soft,Soft corals and gorgonians,Coral,6,100,6,POINT (116.53 -20.54)
M3_DATA.980,980,WA79,Goodwyn NW,-20.54,116.53,Australia,Exmouth to Broome,Central Indo-Pacific,6002138,5.5,2010-06-03T14:00:00Z,BrAc,Branching Acropora,Coral,2,100,2,POINT (116.53 -20.54)
M3_DATA.981,981,WA79,Goodwyn NW,-20.54,116.53,Australia,Exmouth to Broome,Central Indo-Pacific,6002138,5.5,2010-06-03T14:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (116.53 -20.54)
M3_DATA.988,988,WA79,Goodwyn NW,-20.54,116.53,Australia,Exmouth to Broome,Central Indo-Pacific,6002138,5.5,2010-06-03T14:00:00Z,Mas,Massive corals (Live),Coral,8,100,8,POINT (116.53 -20.54)
M3_DATA.995,995,NMP12,Pelican Nth,-23.32,113.78,Australia,Ningaloo,Central Indo-Pacific,6002170,3.9,2010-05-28T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,24,100,24,POINT (113.78 -23.32)
M3_DATA.996,996,NMP12,Pelican Nth,-23.32,113.78,Australia,Ningaloo,Central Indo-Pacific,6002170,3.9,2010-05-28T14:00:00Z,BrAc,Branching Acropora,Coral,9,100,9,POINT (113.78 -23.32)
M3_DATA.998,998,NMP12,Pelican Nth,-23.32,113.78,Australia,Ningaloo,Central Indo-Pacific,6002170,3.9,2010-05-28T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (113.78 -23.32)
M3_DATA.1003,1003,NMP13,Monck Head Inner,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002171,3.6,2010-05-29T14:00:00Z,Bleach,Bleached coral,Coral,2,100,2,POINT (113.76 -23.18)
M3_DATA.1004,1004,NMP13,Monck Head Inner,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002171,3.6,2010-05-29T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (113.76 -23.18)
M3_DATA.1005,1005,NMP13,Monck Head Inner,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002171,3.6,2010-05-29T14:00:00Z,BrAc,Branching Acropora,Coral,16,100,16,POINT (113.76 -23.18)
M3_DATA.1006,1006,NMP13,Monck Head Inner,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002171,3.6,2010-05-29T14:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (113.76 -23.18)
M3_DATA.1007,1007,NMP13,Monck Head Inner,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002171,3.6,2010-05-29T14:00:00Z,Tab,Tabular Coral (Live),Coral,19,100,19,POINT (113.76 -23.18)
M3_DATA.1011,1011,NMP14,Monck Head North,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002172,3.8,2010-05-29T14:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (113.76 -23.18)
M3_DATA.1018,1018,NMP14,Monck Head North,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002172,3.8,2010-05-29T14:00:00Z,BrAc,Branching Acropora,Coral,10,100,10,POINT (113.76 -23.18)
M3_DATA.1019,1019,NMP14,Monck Head North,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002172,3.8,2010-05-29T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (113.76 -23.18)
M3_DATA.1021,1021,NMP14,Monck Head North,-23.18,113.76,Australia,Ningaloo,Central Indo-Pacific,6002172,3.8,2010-05-29T14:00:00Z,Tab,Tabular Coral (Live),Coral,7,100,7,POINT (113.76 -23.18)
M3_DATA.1023,1023,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,BrAc,Branching Acropora,Coral,2,100,2,POINT (114.36 -21.64)
M3_DATA.1024,1024,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,Ecr,Encrusting corals,Coral,7,100,7,POINT (114.36 -21.64)
M3_DATA.1025,1025,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,Hcol,Hydrocoral,Coral,1,100,1,POINT (114.36 -21.64)
M3_DATA.1029,1029,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,Soft,Soft corals and gorgonians,Coral,47,100,47,POINT (114.36 -21.64)
M3_DATA.1030,1030,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (114.36 -21.64)
M3_DATA.1031,1031,NMP16,Nth Muiron,-21.64,114.36,Australia,Exmouth to Broome,Central Indo-Pacific,6002173,8.5,2010-05-29T14:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (114.36 -21.64)
M3_DATA.1034,1034,NMP-S1,Dugong,-22.87,113.76,Australia,Ningaloo,Central Indo-Pacific,6002187,2.8,2010-05-25T14:00:00Z,Mas,Massive corals (Live),Coral,6,100,6,POINT (113.76 -22.87)
M3_DATA.1039,1039,NMP-S1,Dugong,-22.87,113.76,Australia,Ningaloo,Central Indo-Pacific,6002187,2.8,2010-05-25T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,6,100,6,POINT (113.76 -22.87)
M3_DATA.1040,1040,NMP-S1,Dugong,-22.87,113.76,Australia,Ningaloo,Central Indo-Pacific,6002187,2.8,2010-05-25T14:00:00Z,BrAc,Branching Acropora,Coral,9,100,9,POINT (113.76 -22.87)
